"";"Id";"Obs";"Group";"Group_N";"Group_ID";"pref";"rank";"lead"
"35";46;1;4;10;"4_1";0,432818025888717;6;0
"36";56;1;4;10;"4_1";0,276550747291463;5;0
"37";66;1;4;10;"4_1";1,30254263204414;10;0
"38";76;1;4;10;"4_1";0,580996497681682;7;0
"39";86;1;4;10;"4_1";0,611996898040387;8;0
"40";96;1;4;10;"4_1";-0,860792586877842;2;0
"41";2;1;5;10;"5_1";-0,564698171396089;3;0
"42";12;1;5;10;"5_1";2,28664539270111;10;0
"43";22;1;5;10;"5_1";-1,78130843398;1;1
"44";32;1;5;10;"5_1";0,704837337228819;9;0
"45";42;1;5;10;"5_1";-0,361057298548666;5;0
"46";52;1;5;10;"5_1";-0,783838940880375;2;0
"47";62;1;5;10;"5_1";0,185230564865609;7;0
"48";72;1;5;10;"5_1";-0,0901863866107067;6;0
"49";82;1;5;10;"5_1";0,257921437532031;8;0
"50";92;1;5;10;"5_1";-0,476173923054674;4;0
"51";7;1;6;10;"6_1";1,51152199743894;10;0
"52";17;1;6;10;"6_1";-0,284252921416072;4;0
"53";27;1;6;10;"6_1";-0,25726938276893;5;0
"54";37;1;6;10;"6_1";-0,784459008379496;3;0
"55";47;1;6;10;"6_1";-0,811393176186672;2;0
"56";57;1;6;10;"6_1";0,679288816055271;8;0
"57";67;1;6;10;"6_1";0,335848119752074;7;0
"58";77;1;6;10;"6_1";0,768178737834591;9;0
"59";87;1;6;10;"6_1";-0,217139845746521;6;0
"60";97;1;6;10;"6_1";-1,13173868085377;1;1
"61";9;1;7;10;"7_1";2,01842371387704;10;0
"62";19;1;7;10;"7_1";-2,44046692857552;2;0
"63";29;1;7;10;"7_1";0,460097354831271;7;0
"64";39;1;7;10;"7_1";-2,41420764994663;3;0
"65";49;1;7;10;"7_1";-0,431446202613345;5;0
"66";59;1;7;10;"7_1";-2,99309008315293;1;1
"67";69;1;7;10;"7_1";0,920728568290646;8;0
"68";79;1;7;10;"7_1";-0,885776297409679;4;0
"69";89;1;7;10;"7_1";0,93334632857116;9;0
"70";99;1;7;10;"7_1";0,0799825532411612;6;0
"71";4;1;8;10;"8_1";0,63286260496104;6;0
"72";14;1;8;10;"8_1";-0,278788766817371;4;0
"73";24;1;8;10;"8_1";1,2146746991726;8;0
"74";34;1;8;10;"8_1";-0,608926375407211;3;0
"75";44;1;8;10;"8_1";-0,726704827076575;2;0
"76";54;1;8;10;"8_1";0,642899305717316;7;0
"77";64;1;8;10;"8_1";1,39973682729268;10;0
"78";74;1;8;10;"8_1";-0,953523357772344;1;1
"79";84;1;8;10;"8_1";-0,120896537539089;5;0
"80";94;1;8;10;"8_1";1,39111045639;9;0
"81";8;1;9;10;"9_1";-0,0946590384130976;6;0
"82";18;1;9;10;"9_1";-2,65645542090478;1;1
"83";28;1;9;10;"9_1";-1,76316308519478;2;0
"84";38;1;9;10;"9_1";-0,850907594176518;4;0
"85";48;1;9;10;"9_1";1,44410126172125;10;0
"86";58;1;9;10;"9_1";0,0898328865790817;7;0
"87";68;1;9;10;"9_1";1,03850609869762;9;0
"88";78;1;9;10;"9_1";0,463767588540167;8;0
"89";88;1;9;10;"9_1";-0,182756706331922;5;0
"90";98;1;9;10;"9_1";-1,4592139995024;3;0
"91";3;1;10;10;"10_1";0,363128411337339;4;0
"92";13;1;10;10;"10_1";-1,38886070111234;1;1
"93";23;1;10;10;"10_1";-0,171917355759621;2;0
"94";33;1;10;10;"10_1";1,03510352196992;9;0
"95";43;1;10;10;"10_1";0,758163235699517;8;0
"96";53;1;10;10;"10_1";1,57572751979198;10;0
"97";63;1;10;10;"10_1";0,581823727365507;5;0
"98";73;1;10;10;"10_1";0,623518161999544;6;0
"99";83;1;10;10;"10_1";0,0884402291595864;3;0
"100";93;1;10;10;"10_1";0,650348560726305;7;0
"101";1;2;1;10;"1_2";1,37095844714667;8;0
"102";11;2;1;10;"1_2";1,30486965422349;7;0
"103";21;2;1;10;"1_2";-0,306638594078475;3;0
"104";31;2;1;10;"1_2";0,455450123241219;6;0
"105";41;2;1;10;"1_2";0,205998600200254;4;0
"106";51;2;1;10;"1_2";0,321925265203947;5;0
"107";61;2;1;10;"1_2";-0,367234642740975;2;0
"108";71;2;1;10;"1_2";-1,04311893856785;1;1
"109";81;2;1;10;"1_2";1,51270700980493;10;0
"110";91;2;1;10;"1_2";1,39211637593427;9;0
"111";5;2;2;10;"2_2";0,404268323140999;8;0
"112";15;2;2;10;"2_2";-0,133321336393658;6;0
"113";25;2;2;10;"2_2";1,89519346126497;10;0
"114";35;2;2;10;"2_2";0,50495512329797;9;0
"115";45;2;2;10;"2_2";-1,36828104441929;1;1
"116";55;2;2;10;"2_2";0,0897606465996057;7;0
"117";65;2;2;10;"2_2";-0,727292059474465;4;0
"118";75;2;2;10;"2_2";-0,542828814573857;5;0
"119";85;2;2;10;"2_2";-1,19432889516053;2;0
"120";95;2;2;10;"2_2";-1,1107888794479;3;0
"121";10;2;3;10;"3_2";-0,062714099052421;3;0
"122";20;2;3;10;"3_2";1,32011334573019;10;0
"123";30;2;3;10;"3_2";-0,639994875960119;2;0
"124";40;2;3;10;"3_2";0,0361226068922556;4;0
"125";50;2;3;10;"3_2";0,655647883402207;7;0
"126";60;2;3;10;"3_2";0,284882953530659;5;0
"127";70;2;3;10;"3_2";0,720878162866862;8;0
"128";80;2;3;10;"3_2";-1,09978089864786;1;1
"129";90;2;3;10;"3_2";0,821773110508249;9;0
"130";100;2;3;10;"3_2";0,65320433964919;6;0
"131";6;2;4;10;"4_2";-0,106124516091484;4;0
"132";16;2;4;10;"4_2";0,635950398070074;9;0
"133";26;2;4;10;"4_2";-0,4304691316062;3;0
"134";36;2;4;10;"4_2";-1,71700867907334;1;1
"135";46;2;4;10;"4_2";0,432818025888717;6;0
"136";56;2;4;10;"4_2";0,276550747291463;5;0
"137";66;2;4;10;"4_2";1,30254263204414;10;0
"138";76;2;4;10;"4_2";0,580996497681682;7;0
"139";86;2;4;10;"4_2";0,611996898040387;8;0
"140";96;2;4;10;"4_2";-0,860792586877842;2;0
"141";2;2;5;10;"5_2";-0,564698171396089;3;0
"142";12;2;5;10;"5_2";2,28664539270111;10;0
"143";22;2;5;10;"5_2";-1,78130843398;1;1
"144";32;2;5;10;"5_2";0,704837337228819;9;0
"145";42;2;5;10;"5_2";-0,361057298548666;5;0
"146";52;2;5;10;"5_2";-0,783838940880375;2;0
"147";62;2;5;10;"5_2";0,185230564865609;7;0
"148";72;2;5;10;"5_2";-0,0901863866107067;6;0
"149";82;2;5;10;"5_2";0,257921437532031;8;0
"150";92;2;5;10;"5_2";-0,476173923054674;4;0
"151";7;2;6;10;"6_2";1,51152199743894;10;0
"152";17;2;6;10;"6_2";-0,284252921416072;4;0
"153";27;2;6;10;"6_2";-0,25726938276893;5;0
"154";37;2;6;10;"6_2";-0,784459008379496;3;0
"155";47;2;6;10;"6_2";-0,811393176186672;2;0
"156";57;2;6;10;"6_2";0,679288816055271;8;0
"157";67;2;6;10;"6_2";0,335848119752074;7;0
"158";77;2;6;10;"6_2";0,768178737834591;9;0
"159";87;2;6;10;"6_2";-0,217139845746521;6;0
"160";97;2;6;10;"6_2";-1,13173868085377;1;1
"161";9;2;7;10;"7_2";2,01842371387704;10;0
"162";19;2;7;10;"7_2";-2,44046692857552;2;0
"163";29;2;7;10;"7_2";0,460097354831271;7;0
"164";39;2;7;10;"7_2";-2,41420764994663;3;0
"165";49;2;7;10;"7_2";-0,431446202613345;5;0
"166";59;2;7;10;"7_2";-2,99309008315293;1;1
"167";69;2;7;10;"7_2";0,920728568290646;8;0
"168";79;2;7;10;"7_2";-0,885776297409679;4;0
"169";89;2;7;10;"7_2";0,93334632857116;9;0
"170";99;2;7;10;"7_2";0,0799825532411612;6;0
"171";4;2;8;10;"8_2";0,63286260496104;6;0
"172";14;2;8;10;"8_2";-0,278788766817371;4;0
"173";24;2;8;10;"8_2";1,2146746991726;8;0
"174";34;2;8;10;"8_2";-0,608926375407211;3;0
"175";44;2;8;10;"8_2";-0,726704827076575;2;0
"176";54;2;8;10;"8_2";0,642899305717316;7;0
"177";64;2;8;10;"8_2";1,39973682729268;10;0
"178";74;2;8;10;"8_2";-0,953523357772344;1;1
"179";84;2;8;10;"8_2";-0,120896537539089;5;0
"180";94;2;8;10;"8_2";1,39111045639;9;0
"181";8;2;9;10;"9_2";-0,0946590384130976;6;0
"182";18;2;9;10;"9_2";-2,65645542090478;1;1
"183";28;2;9;10;"9_2";-1,76316308519478;2;0
"184";38;2;9;10;"9_2";-0,850907594176518;4;0
"185";48;2;9;10;"9_2";1,44410126172125;10;0
"186";58;2;9;10;"9_2";0,0898328865790817;7;0
"187";68;2;9;10;"9_2";1,03850609869762;9;0
"188";78;2;9;10;"9_2";0,463767588540167;8;0
"189";88;2;9;10;"9_2";-0,182756706331922;5;0
"190";98;2;9;10;"9_2";-1,4592139995024;3;0
"191";3;2;10;10;"10_2";0,363128411337339;4;0
"192";13;2;10;10;"10_2";-1,38886070111234;1;1
"193";23;2;10;10;"10_2";-0,171917355759621;2;0
"194";33;2;10;10;"10_2";1,03510352196992;9;0
"195";43;2;10;10;"10_2";0,758163235699517;8;0
"196";53;2;10;10;"10_2";1,57572751979198;10;0
"197";63;2;10;10;"10_2";0,581823727365507;5;0
"198";73;2;10;10;"10_2";0,623518161999544;6;0
"199";83;2;10;10;"10_2";0,0884402291595864;3;0
"200";93;2;10;10;"10_2";0,650348560726305;7;0
"201";1;3;1;10;"1_3";1,37095844714667;8;0
"202";11;3;1;10;"1_3";1,30486965422349;7;0
"203";21;3;1;10;"1_3";-0,306638594078475;3;0
"204";31;3;1;10;"1_3";0,455450123241219;6;0
"205";41;3;1;10;"1_3";0,205998600200254;4;0
"206";51;3;1;10;"1_3";0,321925265203947;5;0
"207";61;3;1;10;"1_3";-0,367234642740975;2;0
"208";71;3;1;10;"1_3";-1,04311893856785;1;1
"209";81;3;1;10;"1_3";1,51270700980493;10;0
"210";91;3;1;10;"1_3";1,39211637593427;9;0
"211";5;3;2;10;"2_3";0,404268323140999;8;0
"212";15;3;2;10;"2_3";-0,133321336393658;6;0
"213";25;3;2;10;"2_3";1,89519346126497;10;0
"214";35;3;2;10;"2_3";0,50495512329797;9;0
"215";45;3;2;10;"2_3";-1,36828104441929;1;1
"216";55;3;2;10;"2_3";0,0897606465996057;7;0
"217";65;3;2;10;"2_3";-0,727292059474465;4;0
"218";75;3;2;10;"2_3";-0,542828814573857;5;0
"219";85;3;2;10;"2_3";-1,19432889516053;2;0
"220";95;3;2;10;"2_3";-1,1107888794479;3;0
"221";10;3;3;10;"3_3";-0,062714099052421;3;0
"222";20;3;3;10;"3_3";1,32011334573019;10;0
"223";30;3;3;10;"3_3";-0,639994875960119;2;0
"224";40;3;3;10;"3_3";0,0361226068922556;4;0
"225";50;3;3;10;"3_3";0,655647883402207;7;0
"226";60;3;3;10;"3_3";0,284882953530659;5;0
"227";70;3;3;10;"3_3";0,720878162866862;8;0
"228";80;3;3;10;"3_3";-1,09978089864786;1;1
"229";90;3;3;10;"3_3";0,821773110508249;9;0
"230";100;3;3;10;"3_3";0,65320433964919;6;0
"231";6;3;4;10;"4_3";-0,106124516091484;4;0
"232";16;3;4;10;"4_3";0,635950398070074;9;0
"233";26;3;4;10;"4_3";-0,4304691316062;3;0
"234";36;3;4;10;"4_3";-1,71700867907334;1;1
"235";46;3;4;10;"4_3";0,432818025888717;6;0
"236";56;3;4;10;"4_3";0,276550747291463;5;0
"237";66;3;4;10;"4_3";1,30254263204414;10;0
"238";76;3;4;10;"4_3";0,580996497681682;7;0
"239";86;3;4;10;"4_3";0,611996898040387;8;0
"240";96;3;4;10;"4_3";-0,860792586877842;2;0
"241";2;3;5;10;"5_3";-0,564698171396089;3;0
"242";12;3;5;10;"5_3";2,28664539270111;10;0
"243";22;3;5;10;"5_3";-1,78130843398;1;1
"244";32;3;5;10;"5_3";0,704837337228819;9;0
"245";42;3;5;10;"5_3";-0,361057298548666;5;0
"246";52;3;5;10;"5_3";-0,783838940880375;2;0
"247";62;3;5;10;"5_3";0,185230564865609;7;0
"248";72;3;5;10;"5_3";-0,0901863866107067;6;0
"249";82;3;5;10;"5_3";0,257921437532031;8;0
"250";92;3;5;10;"5_3";-0,476173923054674;4;0
"251";7;3;6;10;"6_3";1,51152199743894;10;0
"252";17;3;6;10;"6_3";-0,284252921416072;4;0
"253";27;3;6;10;"6_3";-0,25726938276893;5;0
"254";37;3;6;10;"6_3";-0,784459008379496;3;0
"255";47;3;6;10;"6_3";-0,811393176186672;2;0
"256";57;3;6;10;"6_3";0,679288816055271;8;0
"257";67;3;6;10;"6_3";0,335848119752074;7;0
"258";77;3;6;10;"6_3";0,768178737834591;9;0
"259";87;3;6;10;"6_3";-0,217139845746521;6;0
"260";97;3;6;10;"6_3";-1,13173868085377;1;1
"261";9;3;7;10;"7_3";2,01842371387704;10;0
"262";19;3;7;10;"7_3";-2,44046692857552;2;0
"263";29;3;7;10;"7_3";0,460097354831271;7;0
"264";39;3;7;10;"7_3";-2,41420764994663;3;0
"265";49;3;7;10;"7_3";-0,431446202613345;5;0
"266";59;3;7;10;"7_3";-2,99309008315293;1;1
"267";69;3;7;10;"7_3";0,920728568290646;8;0
"268";79;3;7;10;"7_3";-0,885776297409679;4;0
"269";89;3;7;10;"7_3";0,93334632857116;9;0
"270";99;3;7;10;"7_3";0,0799825532411612;6;0
"271";4;3;8;10;"8_3";0,63286260496104;6;0
"272";14;3;8;10;"8_3";-0,278788766817371;4;0
"273";24;3;8;10;"8_3";1,2146746991726;8;0
"274";34;3;8;10;"8_3";-0,608926375407211;3;0
"275";44;3;8;10;"8_3";-0,726704827076575;2;0
"276";54;3;8;10;"8_3";0,642899305717316;7;0
"277";64;3;8;10;"8_3";1,39973682729268;10;0
"278";74;3;8;10;"8_3";-0,953523357772344;1;1
"279";84;3;8;10;"8_3";-0,120896537539089;5;0
"280";94;3;8;10;"8_3";1,39111045639;9;0
"281";8;3;9;10;"9_3";-0,0946590384130976;6;0
"282";18;3;9;10;"9_3";-2,65645542090478;1;1
"283";28;3;9;10;"9_3";-1,76316308519478;2;0
"284";38;3;9;10;"9_3";-0,850907594176518;4;0
"285";48;3;9;10;"9_3";1,44410126172125;10;0
"286";58;3;9;10;"9_3";0,0898328865790817;7;0
"287";68;3;9;10;"9_3";1,03850609869762;9;0
"288";78;3;9;10;"9_3";0,463767588540167;8;0
"289";88;3;9;10;"9_3";-0,182756706331922;5;0
"290";98;3;9;10;"9_3";-1,4592139995024;3;0
"291";3;3;10;10;"10_3";0,363128411337339;4;0
"292";13;3;10;10;"10_3";-1,38886070111234;1;1
"293";23;3;10;10;"10_3";-0,171917355759621;2;0
"294";33;3;10;10;"10_3";1,03510352196992;9;0
"295";43;3;10;10;"10_3";0,758163235699517;8;0
"296";53;3;10;10;"10_3";1,57572751979198;10;0
"297";63;3;10;10;"10_3";0,581823727365507;5;0
"298";73;3;10;10;"10_3";0,623518161999544;6;0
"299";83;3;10;10;"10_3";0,0884402291595864;3;0
"300";93;3;10;10;"10_3";0,650348560726305;7;0
"301";1;4;1;10;"1_4";1,37095844714667;8;0
"302";11;4;1;10;"1_4";1,30486965422349;7;0
"303";21;4;1;10;"1_4";-0,306638594078475;3;0
"304";31;4;1;10;"1_4";0,455450123241219;6;0
"305";41;4;1;10;"1_4";0,205998600200254;4;0
"306";51;4;1;10;"1_4";0,321925265203947;5;0
"307";61;4;1;10;"1_4";-0,367234642740975;2;0
"308";71;4;1;10;"1_4";-1,04311893856785;1;1
"309";81;4;1;10;"1_4";1,51270700980493;10;0
"310";91;4;1;10;"1_4";1,39211637593427;9;0
"311";5;4;2;10;"2_4";0,404268323140999;8;0
"312";15;4;2;10;"2_4";-0,133321336393658;6;0
"313";25;4;2;10;"2_4";1,89519346126497;10;0
"314";35;4;2;10;"2_4";0,50495512329797;9;0
"315";45;4;2;10;"2_4";-1,36828104441929;1;1
"316";55;4;2;10;"2_4";0,0897606465996057;7;0
"317";65;4;2;10;"2_4";-0,727292059474465;4;0
"318";75;4;2;10;"2_4";-0,542828814573857;5;0
"319";85;4;2;10;"2_4";-1,19432889516053;2;0
"320";95;4;2;10;"2_4";-1,1107888794479;3;0
"321";10;4;3;10;"3_4";-0,062714099052421;3;0
"322";20;4;3;10;"3_4";1,32011334573019;10;0
"323";30;4;3;10;"3_4";-0,639994875960119;2;0
"324";40;4;3;10;"3_4";0,0361226068922556;4;0
"325";50;4;3;10;"3_4";0,655647883402207;7;0
"326";60;4;3;10;"3_4";0,284882953530659;5;0
"327";70;4;3;10;"3_4";0,720878162866862;8;0
"328";80;4;3;10;"3_4";-1,09978089864786;1;1
"329";90;4;3;10;"3_4";0,821773110508249;9;0
"330";100;4;3;10;"3_4";0,65320433964919;6;0
"331";6;4;4;10;"4_4";-0,106124516091484;4;0
"332";16;4;4;10;"4_4";0,635950398070074;9;0
"333";26;4;4;10;"4_4";-0,4304691316062;3;0
"334";36;4;4;10;"4_4";-1,71700867907334;1;1
"335";46;4;4;10;"4_4";0,432818025888717;6;0
"336";56;4;4;10;"4_4";0,276550747291463;5;0
"337";66;4;4;10;"4_4";1,30254263204414;10;0
"338";76;4;4;10;"4_4";0,580996497681682;7;0
"339";86;4;4;10;"4_4";0,611996898040387;8;0
"340";96;4;4;10;"4_4";-0,860792586877842;2;0
"341";2;4;5;10;"5_4";-0,564698171396089;3;0
"342";12;4;5;10;"5_4";2,28664539270111;10;0
"343";22;4;5;10;"5_4";-1,78130843398;1;1
"344";32;4;5;10;"5_4";0,704837337228819;9;0
"345";42;4;5;10;"5_4";-0,361057298548666;5;0
"346";52;4;5;10;"5_4";-0,783838940880375;2;0
"347";62;4;5;10;"5_4";0,185230564865609;7;0
"348";72;4;5;10;"5_4";-0,0901863866107067;6;0
"349";82;4;5;10;"5_4";0,257921437532031;8;0
"350";92;4;5;10;"5_4";-0,476173923054674;4;0
"351";7;4;6;10;"6_4";1,51152199743894;10;0
"352";17;4;6;10;"6_4";-0,284252921416072;4;0
"353";27;4;6;10;"6_4";-0,25726938276893;5;0
"354";37;4;6;10;"6_4";-0,784459008379496;3;0
"355";47;4;6;10;"6_4";-0,811393176186672;2;0
"356";57;4;6;10;"6_4";0,679288816055271;8;0
"357";67;4;6;10;"6_4";0,335848119752074;7;0
"358";77;4;6;10;"6_4";0,768178737834591;9;0
"359";87;4;6;10;"6_4";-0,217139845746521;6;0
"360";97;4;6;10;"6_4";-1,13173868085377;1;1
"361";9;4;7;10;"7_4";2,01842371387704;10;0
"362";19;4;7;10;"7_4";-2,44046692857552;2;0
"363";29;4;7;10;"7_4";0,460097354831271;7;0
"364";39;4;7;10;"7_4";-2,41420764994663;3;0
"365";49;4;7;10;"7_4";-0,431446202613345;5;0
"366";59;4;7;10;"7_4";-2,99309008315293;1;1
"367";69;4;7;10;"7_4";0,920728568290646;8;0
"368";79;4;7;10;"7_4";-0,885776297409679;4;0
"369";89;4;7;10;"7_4";0,93334632857116;9;0
"370";99;4;7;10;"7_4";0,0799825532411612;6;0
"371";4;4;8;10;"8_4";0,63286260496104;6;0
"372";14;4;8;10;"8_4";-0,278788766817371;4;0
"373";24;4;8;10;"8_4";1,2146746991726;8;0
"374";34;4;8;10;"8_4";-0,608926375407211;3;0
"375";44;4;8;10;"8_4";-0,726704827076575;2;0
"376";54;4;8;10;"8_4";0,642899305717316;7;0
"377";64;4;8;10;"8_4";1,39973682729268;10;0
"378";74;4;8;10;"8_4";-0,953523357772344;1;1
"379";84;4;8;10;"8_4";-0,120896537539089;5;0
"380";94;4;8;10;"8_4";1,39111045639;9;0
"381";8;4;9;10;"9_4";-0,0946590384130976;6;0
"382";18;4;9;10;"9_4";-2,65645542090478;1;1
"383";28;4;9;10;"9_4";-1,76316308519478;2;0
"384";38;4;9;10;"9_4";-0,850907594176518;4;0
"385";48;4;9;10;"9_4";1,44410126172125;10;0
"386";58;4;9;10;"9_4";0,0898328865790817;7;0
"387";68;4;9;10;"9_4";1,03850609869762;9;0
"388";78;4;9;10;"9_4";0,463767588540167;8;0
"389";88;4;9;10;"9_4";-0,182756706331922;5;0
"390";98;4;9;10;"9_4";-1,4592139995024;3;0
"391";3;4;10;10;"10_4";0,363128411337339;4;0
"392";13;4;10;10;"10_4";-1,38886070111234;1;1
"393";23;4;10;10;"10_4";-0,171917355759621;2;0
"394";33;4;10;10;"10_4";1,03510352196992;9;0
"395";43;4;10;10;"10_4";0,758163235699517;8;0
"396";53;4;10;10;"10_4";1,57572751979198;10;0
"397";63;4;10;10;"10_4";0,581823727365507;5;0
"398";73;4;10;10;"10_4";0,623518161999544;6;0
"399";83;4;10;10;"10_4";0,0884402291595864;3;0
"400";93;4;10;10;"10_4";0,650348560726305;7;0
"401";1;5;1;10;"1_5";1,37095844714667;8;0
"402";11;5;1;10;"1_5";1,30486965422349;7;0
"403";21;5;1;10;"1_5";-0,306638594078475;3;0
"404";31;5;1;10;"1_5";0,455450123241219;6;0
"405";41;5;1;10;"1_5";0,205998600200254;4;0
"406";51;5;1;10;"1_5";0,321925265203947;5;0
"407";61;5;1;10;"1_5";-0,367234642740975;2;0
"408";71;5;1;10;"1_5";-1,04311893856785;1;1
"409";81;5;1;10;"1_5";1,51270700980493;10;0
"410";91;5;1;10;"1_5";1,39211637593427;9;0
"411";5;5;2;10;"2_5";0,404268323140999;8;0
"412";15;5;2;10;"2_5";-0,133321336393658;6;0
"413";25;5;2;10;"2_5";1,89519346126497;10;0
"414";35;5;2;10;"2_5";0,50495512329797;9;0
"415";45;5;2;10;"2_5";-1,36828104441929;1;1
"416";55;5;2;10;"2_5";0,0897606465996057;7;0
"417";65;5;2;10;"2_5";-0,727292059474465;4;0
"418";75;5;2;10;"2_5";-0,542828814573857;5;0
"419";85;5;2;10;"2_5";-1,19432889516053;2;0
"420";95;5;2;10;"2_5";-1,1107888794479;3;0
"421";10;5;3;10;"3_5";-0,062714099052421;3;0
"422";20;5;3;10;"3_5";1,32011334573019;10;0
"423";30;5;3;10;"3_5";-0,639994875960119;2;0
"424";40;5;3;10;"3_5";0,0361226068922556;4;0
"425";50;5;3;10;"3_5";0,655647883402207;7;0
"426";60;5;3;10;"3_5";0,284882953530659;5;0
"427";70;5;3;10;"3_5";0,720878162866862;8;0
"428";80;5;3;10;"3_5";-1,09978089864786;1;1
"429";90;5;3;10;"3_5";0,821773110508249;9;0
"430";100;5;3;10;"3_5";0,65320433964919;6;0
"431";6;5;4;10;"4_5";-0,106124516091484;4;0
"432";16;5;4;10;"4_5";0,635950398070074;9;0
"433";26;5;4;10;"4_5";-0,4304691316062;3;0
"434";36;5;4;10;"4_5";-1,71700867907334;1;1
"435";46;5;4;10;"4_5";0,432818025888717;6;0
"436";56;5;4;10;"4_5";0,276550747291463;5;0
"437";66;5;4;10;"4_5";1,30254263204414;10;0
"438";76;5;4;10;"4_5";0,580996497681682;7;0
"439";86;5;4;10;"4_5";0,611996898040387;8;0
"440";96;5;4;10;"4_5";-0,860792586877842;2;0
"441";2;5;5;10;"5_5";-0,564698171396089;3;0
"442";12;5;5;10;"5_5";2,28664539270111;10;0
"443";22;5;5;10;"5_5";-1,78130843398;1;1
"444";32;5;5;10;"5_5";0,704837337228819;9;0
"445";42;5;5;10;"5_5";-0,361057298548666;5;0
"446";52;5;5;10;"5_5";-0,783838940880375;2;0
"447";62;5;5;10;"5_5";0,185230564865609;7;0
"448";72;5;5;10;"5_5";-0,0901863866107067;6;0
"449";82;5;5;10;"5_5";0,257921437532031;8;0
"450";92;5;5;10;"5_5";-0,476173923054674;4;0
"451";7;5;6;10;"6_5";1,51152199743894;10;0
"452";17;5;6;10;"6_5";-0,284252921416072;4;0
"453";27;5;6;10;"6_5";-0,25726938276893;5;0
"454";37;5;6;10;"6_5";-0,784459008379496;3;0
"455";47;5;6;10;"6_5";-0,811393176186672;2;0
"456";57;5;6;10;"6_5";0,679288816055271;8;0
"457";67;5;6;10;"6_5";0,335848119752074;7;0
"458";77;5;6;10;"6_5";0,768178737834591;9;0
"459";87;5;6;10;"6_5";-0,217139845746521;6;0
"460";97;5;6;10;"6_5";-1,13173868085377;1;1
"461";9;5;7;10;"7_5";2,01842371387704;10;0
"462";19;5;7;10;"7_5";-2,44046692857552;2;0
"463";29;5;7;10;"7_5";0,460097354831271;7;0
"464";39;5;7;10;"7_5";-2,41420764994663;3;0
"465";49;5;7;10;"7_5";-0,431446202613345;5;0
"466";59;5;7;10;"7_5";-2,99309008315293;1;1
"467";69;5;7;10;"7_5";0,920728568290646;8;0
"468";79;5;7;10;"7_5";-0,885776297409679;4;0
"469";89;5;7;10;"7_5";0,93334632857116;9;0
"470";99;5;7;10;"7_5";0,0799825532411612;6;0
"471";4;5;8;10;"8_5";0,63286260496104;6;0
"472";14;5;8;10;"8_5";-0,278788766817371;4;0
"473";24;5;8;10;"8_5";1,2146746991726;8;0
"474";34;5;8;10;"8_5";-0,608926375407211;3;0
"475";44;5;8;10;"8_5";-0,726704827076575;2;0
"476";54;5;8;10;"8_5";0,642899305717316;7;0
"477";64;5;8;10;"8_5";1,39973682729268;10;0
"478";74;5;8;10;"8_5";-0,953523357772344;1;1
"479";84;5;8;10;"8_5";-0,120896537539089;5;0
"480";94;5;8;10;"8_5";1,39111045639;9;0
"481";8;5;9;10;"9_5";-0,0946590384130976;6;0
"482";18;5;9;10;"9_5";-2,65645542090478;1;1
"483";28;5;9;10;"9_5";-1,76316308519478;2;0
"484";38;5;9;10;"9_5";-0,850907594176518;4;0
"485";48;5;9;10;"9_5";1,44410126172125;10;0
"486";58;5;9;10;"9_5";0,0898328865790817;7;0
"487";68;5;9;10;"9_5";1,03850609869762;9;0
"488";78;5;9;10;"9_5";0,463767588540167;8;0
